Date,Match_Number,City,Venue,Season,Name,Match_Type,Total_Overs,Teams_Participated,Team_1,Team_2,Team_Type,Toss_Winner,Choose_To,Match_Winner,Match_Result,Win_By_Runs,Win_By_Wickets,Win_By_Innings,Man_Of_Match
2017-07-02,9,Taunton,County Ground,2017,ICC Women's World Cup,ODI,50,"England, Sri Lanka",England,Sri Lanka,international,Sri Lanka,bat,England,,,7,,LA Marsh
2017-07-02,10,Bristol,County Ground,2017,ICC Women's World Cup,ODI,50,"Australia, New Zealand",Australia,New Zealand,international,New Zealand,bat,Australia,,,5,,EA Perry
2017-07-02,11,Derby,County Ground,2017,ICC Women's World Cup,ODI,50,"India, Pakistan",India,Pakistan,international,India,bat,India,,95,,,E Bisht
2017-07-02,12,Leicester,Grace Road,2017,ICC Women's World Cup,ODI,50,"South Africa, West Indies",South Africa,West Indies,international,South Africa,field,South Africa,,,10,,M Kapp
2017-07-05,13,Bristol,County Ground,2017,ICC Women's World Cup,ODI,50,"England, South Africa",England,South Africa,international,England,bat,England,,68,,,SJ Taylor
2017-07-05,14,Derby,County Ground,2017,ICC Women's World Cup,ODI,50,"India, Sri Lanka",India,Sri Lanka,international,India,bat,India,,16,,,DB Sharma
2017-07-05,15,Leicester,Grace Road,2017,ICC Women's World Cup,ODI,50,"Australia, Pakistan",Australia,Pakistan,international,Australia,bat,Australia,,159,,,EJ Villani
2017-07-06,16,Taunton,County Ground,2017,ICC Women's World Cup,ODI,50,"New Zealand, West Indies",New Zealand,West Indies,international,New Zealand,field,New Zealand,,,8,,LM Kasperek
2017-07-08,17,Taunton,County Ground,2017,ICC Women's World Cup,ODI,50,"New Zealand, Pakistan",New Zealand,Pakistan,international,Pakistan,bat,New Zealand,,,8,,HM Rowe
2017-07-08,18,Leicester,Grace Road,2017,ICC Women's World Cup,ODI,50,"India, South Africa",India,South Africa,international,India,field,South Africa,,115,,,D van Niekerk
2017-07-09,19,Bristol,County Ground,2017,ICC Women's World Cup,ODI,50,"England, Australia",England,Australia,international,England,bat,England,,3,,,KH Brunt
2017-07-09,20,Derby,County Ground,2017,ICC Women's World Cup,ODI,50,"Sri Lanka, West Indies",Sri Lanka,West Indies,international,Sri Lanka,field,West Indies,,47,,,A Mohammed
2017-07-11,21,Leicester,Grace Road,2017,ICC Women's World Cup,ODI,50,"Pakistan, West Indies",Pakistan,West Indies,international,Pakistan,field,West Indies,,19,,,DJS Dottin
2017-07-12,22,Taunton,County Ground,2017,ICC Women's World Cup,ODI,50,"South Africa, Sri Lanka",South Africa,Sri Lanka,international,Sri Lanka,bat,South Africa,,,8,,D van Niekerk
2017-07-12,23,Bristol,County Ground,2017,ICC Women's World Cup,ODI,50,"Australia, India",Australia,India,international,Australia,field,Australia,,,8,,MM Lanning
2017-07-12,24,Derby,County Ground,2017,ICC Women's World Cup,ODI,50,"England, New Zealand",England,New Zealand,international,England,bat,England,,75,,,NR Sciver
2017-07-15,25,Taunton,County Ground,2017,ICC Women's World Cup,ODI,50,"Australia, South Africa",Australia,South Africa,international,Australia,bat,Australia,,59,,,EA Perry
2017-07-15,26,Bristol,County Ground,2017,ICC Women's World Cup,ODI,50,"England, West Indies",England,West Indies,international,West Indies,field,England,,92,,,HC Knight
2017-07-15,27,Derby,County Ground,2017,ICC Women's World Cup,ODI,50,"India, New Zealand",India,New Zealand,international,New Zealand,field,India,,186,,,M Raj
2017-07-15,28,Leicester,Grace Road,2017,ICC Women's World Cup,ODI,50,"Pakistan, Sri Lanka",Pakistan,Sri Lanka,international,Sri Lanka,bat,Sri Lanka,,15,,,HHC Gunaratne
2017-07-18,,Bristol,County Ground,2017,ICC Women's World Cup,ODI,50,"South Africa, England",South Africa,England,international,South Africa,bat,England,,,2,,SJ Taylor
2017-07-20,,Derby,County Ground,2017,ICC Women's World Cup,ODI,50,"India, Australia",India,Australia,international,India,bat,India,,36,,,H Kaur
2017-07-23,,London,Lord's,2017,ICC Women's World Cup,ODI,50,"England, India",England,India,international,England,bat,England,,9,,,A Shrubsole
2017-10-22,,Brisbane,Allan Border Field,2017/18,ICC Women's Championship,ODI,50,"England, Australia",England,Australia,international,Australia,field,Australia,,,2,,AJ Blackwell
2017-10-26,,Coffs Harbour,International Sports Stadium,2017/18,ICC Women's Championship,ODI,50,"Australia, England",Australia,England,international,England,field,Australia,,75,,,RL Haynes
2017-04-04,3,Abu Dhabi,Sheikh Zayed Stadium,2017,Papua New Guinea in United Arab Emirates ODI Series,ODI,50,"United Arab Emirates, Papua New Guinea",United Arab Emirates,Papua New Guinea,international,United Arab Emirates,bat,United Arab Emirates,,103,,,
2017-06-15,1,Edinburgh,"Grange Cricket Club Ground, Raeburn Place",2017,Zimbabwe in Scotland ODI Series,ODI,50,"Scotland, Zimbabwe",Scotland,Zimbabwe,international,Scotland,bat,Scotland,,26,,,
2017-06-17,2,Edinburgh,"Grange Cricket Club Ground, Raeburn Place",2017,Zimbabwe in Scotland ODI Series,ODI,50,"Scotland, Zimbabwe",Scotland,Zimbabwe,international,Scotland,bat,Zimbabwe,,,6,,
2017-05-07,2,Potchefstroom,North-West University No1 Ground,2017,Women's Quadrangular Series (in South Africa),ODI,50,"India, Ireland",India,Ireland,international,India,field,India,,,10,,DB Sharma
2017-05-09,3,Potchefstroom,North-West University No1 Ground,2017,Women's Quadrangular Series (in South Africa),ODI,50,"South Africa, India",South Africa,India,international,India,field,India,,,7,,S Pandey
2017-05-11,5,Potchefstroom,Senwes Park,2017,Women's Quadrangular Series (in South Africa),ODI,50,"South Africa, Ireland",South Africa,Ireland,international,South Africa,bat,South Africa,,178,,,L Wolvaardt
2017-05-17,9,Potchefstroom,Senwes Park,2017,Women's Quadrangular Series (in South Africa),ODI,50,"South Africa, India",South Africa,India,international,India,field,South Africa,,8,,,CL Tryon
2017-05-19,11,Potchefstroom,North-West University No1 Ground,2017,Women's Quadrangular Series (in South Africa),ODI,50,"South Africa, Ireland",South Africa,Ireland,international,South Africa,bat,South Africa,,120,,,A Steyn
2017-05-21,,Potchefstroom,Senwes Park,2017,Women's Quadrangular Series (in South Africa),ODI,50,"South Africa, India",South Africa,India,international,India,field,India,,,8,,PG Raut
2017-06-23,1,Trinidad,"Queen's Park Oval, Port of Spain",2017,India in West Indies ODI Series,ODI,50,"West Indies, India",West Indies,India,international,West Indies,field,,no result,,,,
2017-06-25,2,Trinidad,"Queen's Park Oval, Port of Spain",2017,India in West Indies ODI Series,ODI,50,"West Indies, India",West Indies,India,international,West Indies,field,India,,105,,,AM Rahane
2017-06-30,3,Antigua,"Sir Vivian Richards Stadium, North Sound",2017,India in West Indies ODI Series,ODI,50,"West Indies, India",West Indies,India,international,West Indies,field,India,,93,,,MS Dhoni
2017-07-02,4,Antigua,"Sir Vivian Richards Stadium, North Sound",2017,India in West Indies ODI Series,ODI,50,"West Indies, India",West Indies,India,international,West Indies,bat,West Indies,,11,,,JO Holder
2017-07-06,5,Jamaica,"Sabina Park, Kingston",2017,India in West Indies ODI Series,ODI,50,"West Indies, India",West Indies,India,international,West Indies,bat,India,,,8,,V Kohli
2017-06-30,1,,Galle International Stadium,2017,Zimbabwe in Sri Lanka ODI Series,ODI,50,"Sri Lanka, Zimbabwe",Sri Lanka,Zimbabwe,international,Sri Lanka,bat,Zimbabwe,,,6,,SF Mire
2017-07-02,2,,Galle International Stadium,2017,Zimbabwe in Sri Lanka ODI Series,ODI,50,"Sri Lanka, Zimbabwe",Sri Lanka,Zimbabwe,international,Sri Lanka,field,Sri Lanka,,,7,,PADLR Sandakan
2017-07-06,3,Hambantota,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2017,Zimbabwe in Sri Lanka ODI Series,ODI,50,"Sri Lanka, Zimbabwe",Sri Lanka,Zimbabwe,international,Sri Lanka,field,Sri Lanka,,,8,,MD Gunathilaka
2017-07-08,4,Hambantota,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2017,Zimbabwe in Sri Lanka ODI Series,ODI,50,"Sri Lanka, Zimbabwe",Sri Lanka,Zimbabwe,international,Sri Lanka,bat,Zimbabwe,,,4,,CR Ervine
2017-07-10,5,Hambantota,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2017,Zimbabwe in Sri Lanka ODI Series,ODI,50,"Sri Lanka, Zimbabwe",Sri Lanka,Zimbabwe,international,Zimbabwe,field,Zimbabwe,,,3,,Sikandar Raza
2017-08-20,1,,Rangiri Dambulla International Stadium,2017,India tour of Sri Lanka,ODI,50,"Sri Lanka, India",Sri Lanka,India,international,India,field,India,,,9,,S Dhawan
2017-08-24,2,,Pallekele International Cricket Stadium,2017,India tour of Sri Lanka,ODI,50,"Sri Lanka, India",Sri Lanka,India,international,India,field,India,,,3,,A Dananjaya
2017-08-27,3,,Pallekele International Cricket Stadium,2017,India tour of Sri Lanka,ODI,50,"Sri Lanka, India",Sri Lanka,India,international,Sri Lanka,bat,India,,,6,,JJ Bumrah
2017-08-31,4,Colombo,"R.Premadasa Stadium, Khettarama",2017,India tour of Sri Lanka,ODI,50,"India, Sri Lanka",India,Sri Lanka,international,India,bat,India,,168,,,V Kohli
2017-09-03,5,Colombo,"R.Premadasa Stadium, Khettarama",2017,India tour of Sri Lanka,ODI,50,"Sri Lanka, India",Sri Lanka,India,international,Sri Lanka,bat,India,,,6,,B Kumar
2018-02-25,1,Hamilton,Seddon Park,2017/18,England tour of Australia and New Zealand,ODI,50,"England, New Zealand",England,New Zealand,international,New Zealand,field,New Zealand,,,3,,LRPL Taylor
2018-02-28,2,Mount Maunganui,Bay Oval,2017/18,England tour of Australia and New Zealand,ODI,50,"New Zealand, England",New Zealand,England,international,England,field,England,,,6,,BA Stokes
2018-03-03,3,Wellington,Westpac Stadium,2017/18,England tour of Australia and New Zealand,ODI,50,"England, New Zealand",England,New Zealand,international,New Zealand,field,England,,4,,,MM Ali
2018-03-07,4,Dunedin,University Oval,2017/18,England tour of Australia and New Zealand,ODI,50,"England, New Zealand",England,New Zealand,international,New Zealand,field,New Zealand,,,5,,LRPL Taylor
2018-03-10,5,Christchurch,Hagley Oval,2017/18,England tour of Australia and New Zealand,ODI,50,"New Zealand, England",New Zealand,England,international,England,field,England,,,7,,JM Bairstow
2017-12-20,1,Whangarei,Cobham Oval (New),2017/18,West Indies tour of New Zealand,ODI,50,"West Indies, New Zealand",West Indies,New Zealand,international,New Zealand,field,New Zealand,,,5,,DAJ Bracewell
2017-12-23,2,Christchurch,Hagley Oval,2017/18,West Indies tour of New Zealand,ODI,50,"New Zealand, West Indies",New Zealand,West Indies,international,West Indies,field,New Zealand,,204,,,TA Boult
2017-12-26,3,Christchurch,Hagley Oval,2017/18,West Indies tour of New Zealand,ODI,50,"New Zealand, West Indies",New Zealand,West Indies,international,New Zealand,bat,New Zealand,,66,,,LRPL Taylor
2018-01-06,1,Wellington,Basin Reserve,2017/18,Pakistan tour of New Zealand,ODI,50,"New Zealand, Pakistan",New Zealand,Pakistan,international,Pakistan,field,New Zealand,,61,,,KS Williamson
2018-01-09,2,Nelson,Saxton Oval,2017/18,Pakistan tour of New Zealand,ODI,50,"Pakistan, New Zealand",Pakistan,New Zealand,international,Pakistan,bat,New Zealand,,,8,,MJ Guptill
2018-01-13,3,Dunedin,University Oval,2017/18,Pakistan tour of New Zealand,ODI,50,"New Zealand, Pakistan",New Zealand,Pakistan,international,New Zealand,bat,New Zealand,,183,,,TA Boult
2018-01-16,4,Hamilton,Seddon Park,2017/18,Pakistan tour of New Zealand,ODI,50,"Pakistan, New Zealand",Pakistan,New Zealand,international,Pakistan,bat,New Zealand,,,5,,C de Grandhomme
2018-01-19,5,Wellington,Basin Reserve,2017/18,Pakistan tour of New Zealand,ODI,50,"New Zealand, Pakistan",New Zealand,Pakistan,international,New Zealand,bat,New Zealand,,15,,,MJ Guptill
2017-09-17,1,Chennai,"MA Chidambaram Stadium, Chepauk",2017/18,Australia tour of India,ODI,50,"India, Australia",India,Australia,international,India,bat,India,,26,,,HH Pandya
2017-09-21,2,Kolkata,Eden Gardens,2017/18,Australia tour of India,ODI,50,"India, Australia",India,Australia,international,India,bat,India,,50,,,V Kohli
2017-09-24,3,Indore,Holkar Cricket Stadium,2017/18,Australia tour of India,ODI,50,"Australia, India",Australia,India,international,Australia,bat,India,,,5,,HH Pandya
2017-09-28,4,Bengaluru,M.Chinnaswamy Stadium,2017/18,Australia tour of India,ODI,50,"Australia, India",Australia,India,international,Australia,bat,Australia,,21,,,DA Warner
2017-10-01,5,Nagpur,"Vidarbha Cricket Association Stadium, Jamtha",2017/18,Australia tour of India,ODI,50,"Australia, India",Australia,India,international,Australia,bat,India,,,7,,RG Sharma
2018-06-13,1,London,Kennington Oval,2018,Australia tour of England,ODI,50,"Australia, England",Australia,England,international,Australia,bat,England,,,3,,MM Ali
2018-06-16,2,Cardiff,Sophia Gardens,2018,Australia tour of England,ODI,50,"England, Australia",England,Australia,international,Australia,field,England,,38,,,JJ Roy
2018-06-19,3,Nottingham,Trent Bridge,2018,Australia tour of England,ODI,50,"England, Australia",England,Australia,international,Australia,field,England,,242,,,AD Hales
2018-06-21,4,Chester-le-Street,Riverside Ground,2018,Australia tour of England,ODI,50,"Australia, England",Australia,England,international,Australia,bat,England,,,6,,JJ Roy
2018-06-24,5,Manchester,Old Trafford,2018,Australia tour of England,ODI,50,"Australia, England",Australia,England,international,Australia,bat,England,,,1,,JC Buttler
2018-07-12,1,Nottingham,Trent Bridge,2018,India tour of Ireland and England,ODI,50,"England, India",England,India,international,India,field,India,,,8,,Kuldeep Yadav
2018-07-14,2,London,Lord's,2018,India tour of Ireland and England,ODI,50,"England, India",England,India,international,England,bat,England,,86,,,JE Root
2018-07-17,3,Leeds,Headingley,2018,India tour of Ireland and England,ODI,50,"India, England",India,England,international,England,field,England,,,8,,AU Rashid
2017-10-22,1,Mumbai,Wankhede Stadium,2017/18,New Zealand tour of India,ODI,50,"India, New Zealand",India,New Zealand,international,India,bat,New Zealand,,,6,,TWM Latham
2017-10-25,2,Pune,Maharashtra Cricket Association Stadium,2017/18,New Zealand tour of India,ODI,50,"New Zealand, India",New Zealand,India,international,New Zealand,bat,India,,,6,,B Kumar
2017-10-29,3,Kanpur,Green Park,2017/18,New Zealand tour of India,ODI,50,"India, New Zealand",India,New Zealand,international,New Zealand,field,India,,6,,,RG Sharma
2017-10-13,1,,Dubai International Cricket Stadium,2017/18,Pakistan tour of United Arab Emirates,ODI,50,"Pakistan, Sri Lanka",Pakistan,Sri Lanka,international,Sri Lanka,field,Pakistan,,83,,,Shoaib Malik
2017-10-16,2,Abu Dhabi,Sheikh Zayed Stadium,2017/18,Pakistan tour of United Arab Emirates,ODI,50,"Pakistan, Sri Lanka",Pakistan,Sri Lanka,international,Pakistan,bat,Pakistan,,32,,,Shadab Khan
2017-10-18,3,Abu Dhabi,Sheikh Zayed Stadium,2017/18,Pakistan tour of United Arab Emirates,ODI,50,"Sri Lanka, Pakistan",Sri Lanka,Pakistan,international,Sri Lanka,bat,Pakistan,,,7,,Imam-ul-Haq
2017-10-20,4,,Sharjah Cricket Stadium,2017/18,Pakistan tour of United Arab Emirates,ODI,50,"Sri Lanka, Pakistan",Sri Lanka,Pakistan,international,Sri Lanka,bat,Pakistan,,,7,,Babar Azam
2017-10-23,5,,Sharjah Cricket Stadium,2017/18,Pakistan tour of United Arab Emirates,ODI,50,"Sri Lanka, Pakistan",Sri Lanka,Pakistan,international,Sri Lanka,bat,Pakistan,,,9,,Usman Shinwari
2018-02-01,1,Durban,Kingsmead,2017/18,India tour of South Africa,ODI,50,"South Africa, India",South Africa,India,international,South Africa,bat,India,,,6,,V Kohli
2018-02-04,2,Centurion,SuperSport Park,2017/18,India tour of South Africa,ODI,50,"South Africa, India",South Africa,India,international,India,field,India,,,9,,YS Chahal
2018-02-07,3,Cape Town,Newlands,2017/18,India tour of South Africa,ODI,50,"India, South Africa",India,South Africa,international,South Africa,field,India,,124,,,V Kohli
2018-02-10,4,Johannesburg,The Wanderers Stadium,2017/18,India tour of South Africa,ODI,50,"India, South Africa",India,South Africa,international,India,bat,South Africa,,,5,,H Klaasen
2018-02-13,5,Port Elizabeth,St George's Park,2017/18,India tour of South Africa,ODI,50,"India, South Africa",India,South Africa,international,South Africa,field,India,,73,,,RG Sharma
2018-02-16,6,Centurion,SuperSport Park,2017/18,India tour of South Africa,ODI,50,"South Africa, India",South Africa,India,international,India,field,India,,,8,,V Kohli
2017-12-10,1,Dharamsala,Himachal Pradesh Cricket Association Stadium,2017/18,Sri Lanka tour of India,ODI,50,"India, Sri Lanka",India,Sri Lanka,international,Sri Lanka,field,Sri Lanka,,,7,,RAS Lakmal
2017-12-13,2,Chandigarh,"Punjab Cricket Association IS Bindra Stadium, Mohali",2017/18,Sri Lanka tour of India,ODI,50,"India, Sri Lanka",India,Sri Lanka,international,Sri Lanka,field,India,,141,,,RG Sharma
2017-12-17,3,Visakhapatnam,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2017/18,Sri Lanka tour of India,ODI,50,"Sri Lanka, India",Sri Lanka,India,international,India,field,India,,,8,,Kuldeep Yadav
2017-10-31,,,Sharjah Cricket Stadium,2017/18,ICC Women's Championship,ODI,50,"New Zealand, Pakistan",New Zealand,Pakistan,international,New Zealand,bat,New Zealand,,8,,,SFM Devine
2017-11-02,,,Sharjah Cricket Stadium,2017/18,ICC Women's Championship,ODI,50,"Pakistan, New Zealand",Pakistan,New Zealand,international,Pakistan,bat,New Zealand,,,7,,SFM Devine
2017-11-05,,,Sharjah Cricket Stadium,2017/18,ICC Women's Championship,ODI,50,"New Zealand, Pakistan",New Zealand,Pakistan,international,New Zealand,bat,Pakistan,,,5,,Sana Mir
2018-02-07,,Kimberley,Diamond Oval,2017/18,ICC Women's Championship,ODI,50,"India, South Africa",India,South Africa,international,South Africa,field,India,,178,,,S Mandhana
2018-02-10,,Potchefstroom,Senwes Park,2017/18,ICC Women's Championship,ODI,50,"India, South Africa",India,South Africa,international,India,bat,South Africa,,,7,,M du Preez
2017-12-06,49,Dubai,ICC Academy,2017/18,ICC World Cricket League Championship,ODI,50,"Hong Kong, Papua New Guinea",Hong Kong,Papua New Guinea,international,Papua New Guinea,field,Hong Kong,,23,,,Babar Hayat
2018-06-09,,Worcester,"County Ground, New Road",2018,ICC Women's Championship,ODI,50,"England, South Africa",England,South Africa,international,England,bat,South Africa,,,7,,
2018-06-12,,Hove,County Ground,2018,ICC Women's Championship,ODI,50,"England, South Africa",England,South Africa,international,South Africa,field,England,,69,,,SJ Taylor
2018-06-15,,Canterbury,St Lawrence Ground,2018,ICC Women's Championship,ODI,50,"South Africa, England",South Africa,England,international,South Africa,bat,England,,,7,,TT Beaumont
2018-07-07,,Leeds,Headingley,2018,ICC Women's Championship,ODI,50,"England, New Zealand",England,New Zealand,international,England,bat,England,,142,,,
2018-07-10,,Derby,County Ground,2018,ICC Women's Championship,ODI,50,"England, New Zealand",England,New Zealand,international,England,bat,England,,123,,,TT Beaumont
2018-07-13,,Leicester,Grace Road,2018,ICC Women's Championship,ODI,50,"England, New Zealand",England,New Zealand,international,England,bat,New Zealand,,,4,,SFM Devine
2018-01-15,1,Dhaka,"Shere Bangla National Stadium, Mirpur",2017/18,Tri-Nation Tournament in Bangladesh,ODI,50,"Zimbabwe, Bangladesh",Zimbabwe,Bangladesh,international,Bangladesh,field,Bangladesh,,,8,,Shakib Al Hasan
2018-01-17,2,Dhaka,"Shere Bangla National Stadium, Mirpur",2017/18,Tri-Nation Tournament in Bangladesh,ODI,50,"Zimbabwe, Sri Lanka",Zimbabwe,Sri Lanka,international,Sri Lanka,field,Zimbabwe,,12,,,Sikandar Raza
